,date,volume,pages,title,journal,author,publisher,note,address,booktitle,editor,booktile,tech,institution,Pages,year,type,month
535,,, 24-30. , Learning Representative Exemplars of Concepts: An Initial Case Study. ,," Kibler, D., and Aha, D. ",,,," In Proceedings of the 4th International Workshop on Machine Learning, ",,,,,, 1987. ,,
536,,, 24-30. , Learning Representative Exemplars of Concepts: An Initial Case Study. ,," Kibler, D., and Aha, D. ",,,," In Proceedings of the 4th International Workshop on Machine Learning, ",,,,,, 1987. ,,
537,,, 24-30. , Learning Representative Exemplars of Concepts: An Initial Case Study. ,," Kibler, D., and Aha, D. W. "," Morgan Kaufmann, ",," Irvine, CA: ", In Proceedings of the Fourth International Workshop on Machine Learning. ,,,,,, (1987). ,,
538,,, 24-30. , Learning Representative Exemplars of Concepts: An Initial Case Study. ,," Kibler, D., and Aha, D. W. "," Morgan Kaufmann, ",," Irvine, CA: ", In Proceedings of the Fourth International Workshop on Machine Learning. ,,,,,, (1987). ,,
539,,, pp. 24-30. , Learning representative exemplars of concepts: An initial case study. ,," Kibler, D., and Aha David W. "," Morgan Kaufmann, ",," Irvine, CA: "," Proceedings of the Fourth International Workshop on Machine Learning, ",,,,,, (1987).,,
540,,, pp. 24-30. , Learning representative exemplars of concepts: An initial case study. ,," Kibler, D., and David W. Aha, "," Morgan Kaufmann, ",," Irvine, CA: ", Proceedings of the Fourth International Workshop on Machine Learning. ,,,,,, (1987). ,,
541,,, pp. 24-30. , Learning representative exemplars of concepts: An initial case study. ,," Kibler, D., and David W. Aha, "," Morgan Kaufmann, ",," Irvine, CA: ", Proceedings of the Fourth International Workshop on Machine Learning. ,,,,,, (1987). ,,
542,,, pp. 24-30. , Learning representative exemplars of concepts: An initial case study. ,," Kibler, D., and David W. Aha, "," Morgan Kaufmann, ",," Irvine, CA: ", Proceedings of the Fourth International Workshop on Machine Learning. ,,,,,, (1987). ,,
544,,, pages 24-30. , Learning representative exemplars of concepts: An initial case study. ,, D. Kibler and D. Aha. ," Morgan Kaufmann, ",, Los Altos: ," Proceedings of the Fourth International Workshop on Machine Learning, ","In Pat Langley, editor, ",,,,, 1987. ,,
545,,," pages 24-30, ", Learning representative exemplars of concepts: An initial case study. ,, D. Kibler and D. Aha. ,,," Irvine, CA, "," In Proc. of the 4 th International Workshop on Machine Learning, ",,,,,, 1987. ,,
546,,," pages 24-30, ", Learning representative exemplars of concepts: An initial case study. ,, D. Kibler and D. Aha. ,,," Irvine, CA, "," In Proc. of the 4 th International Workshop on Machine Learning, ",,,,,, 1987. ,,
548,,, 24-30. , Learning Representative Exemplars of Concepts: An Initial Case Study. ,," Kibler, D., and Aha, D.W. ",,,," In Proceedings of the Fourth International Workshop on Machine Learning, ",,,,,," 1987, ",,
549,,, 24-30. , Learning Representative Exemplars of Concepts: An Initial Case Study. ,," Kibler, D., and Aha, D.W. ",,,," In Proceedings of the Fourth International Workshop on Machine Learning, ",,,,,," 1987, ",,
550,,, 24-30. , Learning Representative Exemplars of Concepts: An Initial Case Study. ,," Kibler, D., and Aha, D.W. ",,,," In Proceedings of the Fourth International Workshop on Machine Learning, ",,,,,," 1987, ",,
551,,," pages 24-29, ", Learning representative examplars of concepts; an initial study. ,, D. Kibler and D. Aha. ,,,," In Proceedings of the Fourth International Workshop on Machine Learning, ",,,,,, 1987. ," UC-Irvine, ",
552,,, pages 24-30. , Learning representative exemplars of concepts: An initial case study.,, Dennis Kibler and David W. Aha. ," Morgan Kaufmann, ",," Los Altos, California, "," Proceedings of the Fourth International Workshop on Machine Learning, "," In Pat Langley, editor, ",,,,, 1987. ,,
553,,, pp. 24-30. ," ""Learning Representative Exemplars of Concepts: An Initial Case Study,"" ",," D. Kibler and D. W. Aha, ",,," Irvine, CA, "," Proceedings of the Fourth International Workshop on Machine Learning, ",,,,,," 1987, ",, June 
554,,, pp. 794 799). , Noise-tolerant instance based leanring algorithms. ,," Aha, D. & Kibler, D. ",,,, Proc. IJCAI-89 ,,,,,, (1989). ,,
555,,, pp.794-799). , Noise-tolerant instance-based leanring algorithms. ,," Aha, D. & Kibler, D. ",,,, Proc. IJCAI-89 ,,,,,, (1989). ,,
556,,, pp.794-799). , Noise-tolerant instance-based learning algorithms. ,," Aha, D. & Kibler, D. ",,,, Proc. IJCAI-89 ,,,,,, (1989). ,,
557,,, pp.794-799. , Noise-tolerant instance-based learning algorithms. ,," Aha, D. & Kibler, D. ",,,, Proc. IJCAI-89 ,,,,,, (1989). ,,
558,,, pp.794-799). , Noise-tolerant instance-based learning algorithms. ,," Aha, D. & Kibler, D. ",,,, Proc. IJCAI-89 ,,,,,, (1989). ,,
559,,, pp. 794-799. , Noise-Tolerant Instance-Based Learning Algorithms. ,," Aha, D. W. & Kibler D. ", Morgan Kaufmann. ,," Los Altos, CA, "," In Proceedings of the Eleventh International Joint Conference on Artificial Intelligence (IJCAI-89), ",,,,,, (1989).,,
560,,, pages 794-799. , Noise-tolerant instance-based learning algorithms. ,," Aha, D. W. and Kibler, D. "," Morgan Kaufmann, ",," San Mateo, CA. "," In Eleventh International Joint Conference on Artificial Intelligence, ",,,,,, (1989). ,,
562,,,  (pp. 794-799). , Noise-tolerant instance-based learning algorithms. ,," Aha, D. W., & Kibler, D. ", Morgan Kaufmann. ,," Detroit, MI: ", In Proceedings of the Eleventh International Joint Conference on Artificial Intelligence,,,,,, (1989). ,,
563,,, (pp. 794-799). , Noise-tolerant instance-based learning algorithms. ,," Aha, D. W., & Kibler, D. ", Morgan Kaufmann. ,," Detroit, MI: ", In Proceedings of the Eleventh International Joint Conference on Artificial Intelligence ,,,,,, (1989). ,,
564,,, (pp. 794-799). , Noise-tolerant instance-based learning algorithms. ,," Aha, D. W., & Kibler, D. ", Morgan Kaufmann. ,," Detroit, MI: ", In Proceedings of the Eleventh International Joint Conference on Artificial Intelligence ,,,,,, (1989). ,,
565,,, (pp. 794-799). , Noise-tolerant instance-based learning algorithms. ,," Aha, D. W., & Kibler, D. ", Morgan Kaufmann. ,," Detroit, Michigan: ", Proceedings of the Eleventh International Joint Conference on Artificial Intelligence ,,,,,, (1989). ,,
566,,,  (pp. 794-799). , Noise-tolerant instance-based learning algorithms. ,," Aha, D. W., & Kibler, D. ", Morgan Kaufmann. ,," Detroit, Michigan: ", Proceedings of the Eleventh International Joint Conference on Artificial Intelligence,,,,,, (1989). ,,
567,,, (pp. 794-799). , Noise-tolerant instace-based learning algorithms. ,," Aha, D. and Kibler, D. ", Morgan Kaufmann. ,," Detroit, MI: ", Proceedings of the Eleventh International Joint Conference on 39 Artificial Intelligence ,,,,,, (1989),,
568,,, (pp. 794-799). , Noise-tolerant instace-based learning algorithms. ,," Aha, D. and Kibler, D. ", Morgan Kaufmann. ,," Detroit, MI: ", Proceedings of the Eleventh International Joint Conference on 39 Artificial Intelligence ,,,,,, (1989),,
570,,, Pages 794-799 , Noise-tolerant Instance-based Learning Algorithms. ,," Aha, D., & Kibler, D. ", Morgan Kaufmann. ,," Detroit, MI: ", Proceedings of the Eleventh International Joint Conference on Artificial Intelligence. ,,,,,, (1989). ,,
571,,, 794-799. ," Noise-tolerant instance-based learning algorithms, ",," Aha, D.W., Kibler, D. ",,,," Proceedings of the Eleventh International Joint Conference on Artificial Intelligence, ",,,,,, (1989),,
572,,," pages 794-799, ", Noise-tolerant instance-based learning algorithms. ,, D. Aha and D. Kibler. , Morgan Kaufmann. ,," Detroit, MI, "," In Proceedings of IJCAI-89, ",,,,,,1989. ,,
573,,," (pp. 794-799), ", Noise-tolerant Instance-based Learning Algorithms. ,," Aha, D.W., and Kibler, D., "," Published by Mor-gan Kaufmann, ",," Detroit, MI. ", in Proceedings of the Eleventh International Joint Conference on Artificial Intelligence,,,,,, 1989. ,,
574,,," (pp. 794-799), ", Noise-tolerant Instance-based Learning Algorithms. ,," Aha, D.W., and Kibler, D., "," Published by Mor-gan Kaufmann, ",," Detroit, MI. ", in Proceedings of the Eleventh International Joint Conference on Artificial Intelligence ,,,,,, 1989. ,,
575,,," pages 794-799, ", Noise-tolerant instance-based learning algorithms. ,, David W. Aha and Dennis Kibler. ,,,," In IJCAI-89, ",,,,,, 1989. ,,
576,,," pages 794-799, ", Noise-tolerant instance-based learning algorithm. ,, D.W. Aha and D. Kibler. , Morgan Kaufmann. ,," Detroit, "," In International Joint Conference on Artificial Intelligence, ",,,,,,1989. ,,
577,,, (pp. 794-799). , Noise-tolerant instance-based learning algorithms. ,," Aha, D. and Kibler, D. ", Morgan Kaufmann. ,,, Proceedings of the Eleventh Joint Conference on Artificial Intelligence ,,,,,, (1989). ,,
578,,," pages 794-799, ", Noise-tolerant instance-based learning algorithms. ,, D. Aha and D. Kibler. , Morgan Kaufmann. ,," Detroit, MI, "," In Proceedings of IJCAI-89, ",,,,,,1989. ,,
579,,," pages 794-799, ", Noise-tolerant instance-based learning algorithms. ,, D. Aha and D. Kibler. , Morgan Kaufmann. ,," Dtroit, MI,"," In Proceedings of IJCAI-89, ",,,,,, 1989. ,,
591,,, 37-66. ," ""Instance-based learning algorithms"", "," Machine Learning 6(1), "," Aha, D. W., Kibler, D. & Albert, M. K. ",,,,,,,,,," (1991), ",,
592,,, 37-66. ," ""Instance-based learning algorithms"", "," Machine Learning 6(1), "," Aha, D. W., Kibler, D. & Albert, M. K. ",,,,,,,,,," (1991), ",,
593,,, pp. 37-66. ," ""Instance-based learning algorithms"", "," Machine Learning 6(1), "," Aha, D. W., Kibler, D. & Albert, M. K. ",,,,,,,,,," (1991), ",,
594,,, pp. 37-66. ," ""Instance-based learning algorithms"", "," Machine Learning 6(1), "," Aha, D. W., Kibler, D. & Albert, M. K. ",,,,,,,,,," (1991), ",,
595,,, pp. 37-66. ," ""Instance-based learning algorithms"", "," Machine Learning 6(1), "," Aha, D. W., Kibler, D. & Albert, M. K. ",,,,,,,,,," (1991), ",,
596,,, pp. 37-66. ," ""Instance-based learning algorithms"", "," Machine Learning 6(1), "," Aha, D. W., Kibler, D. & Albert, M. K. ",,,,,,,,,," (1991), ",,
702,,, 534-539. , Concept learning and flexible weighting. ,," (Aha and Goldstone, 1992) Aha, D. W. and Gold stone, R. L. ", Lawrence Erl-baum Associates. ,, IN. ," In Proceedings of the Fourteenth Annual Conference of the Cognitive Science Society, ",,,," Indiana Univeristy, Bloomington, ",, 1992. ,,
703,,, 534-539. , Concept learning and flexible weighting. ,," (Aha and Goldstone, 1992) Aha, D. W. and Gold-stone, R. L. ", Lawrence Erl-baum Associates. ,, IN. ," In Proceedings of the Fourteenth Annual Conference of the Cognitive Science Society, ",,,," Indiana Univeristy, Bloomington, ",, 1992. ,,
718,,, (pp. 158-166). , Learning prototypical concept descriptions. ,," Datta, P., & Kibler, D. ", Morgan Kaufmann. ,," Tahoe City, CA: ", Proc. Twelfth International Conference on Machine Learning ,,,,,, (1995). ,,
719,,, (pp. 158-166). , Learning prototypical concept descriptions. ,," Datta, P., & Kibler, D. ", Morgan Kaufmann. ,," Tahoe City, CA: ", Proc. Twelfth International Conference on Machine Learning ,,,,,, (1995). ,,
720,,, 158-166. , Learning prototypical concept descriptions. ,," Datta, P., and Kibler, D. ", Morgan Kaufmann. ,," Tahoe City, CA: "," In Proceedings of the Twelfth International Conference on Machine Learning, ",,,,,, 1995. ,,
730,,," p . 806-811,"," ""Generation of Attributes for Learning Algorithms"", ",," Hu, Y., and Kibler, D., ",,," Portland, OR, "," Proceedings of the Thirteenth National Conference on Artificial Intelligence (AAAI96), ",,,,,, 1996. ,,
731,,, 645-650. , A Hybrid Genetic Algorithm for Classification. ,," Kelly, J. D. & Davis, L. ", Morgan Kaufmann. ,, Sydney: ," In Proceedings of The Twelfth International Joint Conference on Artificial Intelligence, ",,,,,, (1991). ,,
732,,, 645-650. , A Hybrid Genetic Algorithm for Classification. ,," Kelly, J. D. & Davis, L. ", Morgan Kaufmann. ,, Sydney: ," In Proceedings of The Twelfth International Joint Conference on Artificial Intelligence, ",,,,,, (1991). ,,
735,,, 191-196. , Episodic learning. ,," Kibler, D., & Porter, B. ", Morgan-Kaufmann. ,," Los Altos, CA: ", In Proceedings of AAAI-83. ,,,,,, (1983). ,,
737,,," pages 81-92, ", Machine learning as an experimental science. ,, D. Kibler and P. Langley. ,,,," In Proceedings of 1988 European Working Session on Learning, ",,,,,, 1988. ,,
738,,," pages 8192, ", Machine learning as an experimental science. ,, D. Kibler and P. Langley. ,,,," In Proc. of 1988 Euro. Working Session on Learning, ",,,,,, 1988. ,,
739,,," pages 8192, ", Machine learning as an experimental science. ,, D. Kibler and P. Langley. ,,,," In Proc. of 1988 Euro. Working Session on Learning, ",,,,,, 1988. ,,
740,,," 81-92, ", Machine Learning as an Experimental Science. ,," Kibler D. & Langley, P. ",,," Glasgow, UK. "," In Proc. of the Third European Working Session on Learning, ",,,,,, 1988. ,,
741,,," 81-92, ", Machine Learning as an Experimental Science. ,," Kibler D. & Langley, P. ",,," Glasgow, UK. "," In Proc. of the Third European Working Session on Learning, ",,,,,, 1988. ,,
742,,," 81-92, ", Machine Learning as an Experimental Science. ,," Kibler D. & Langley, P. ",,," Glas-gow, UK. "," In Proceedings of the Third European Working Session on Learning, ",,,,,, 1988. ,,
743,,, pp. 81-92. ," Machine learning as an experimental science, ",," Kibler, D. & Langley, P. "," Pitman Publishing, London, UK, ",,," in ""Proceedings of the Third European Working Session on Learning"", ",,,,,," (1988), ",,
744,,, pp. 81-92. ," Machine learning as an experimental science, ",," Kibler, D. & Langley, P. "," Pitman Publishing, London, UK, ",,," in ""Proceedings of the Third European Working Session on Learning"", ",,,,,," (1988), ",,
750,,," (pp. 1-12), ", Machine learning as an experimental science. ,," Kibler, D. & Langley, P. ",,," Edinburgh, UK. "," In Proceedings of the Third European Working Session on Learning, ",,,,,, (1988). ,,
752,,, (pp. 81-91, Machine Learning as an Experimental Science. ,," Kibler, D., & Langley, P. ", Pitman. ,," Glasgo, Scotland: ", Proceedings of The Third European Session on L e a r n i n g," In D. Sleeman (Ed.), ",,,,, (1988). ,,
753,,,  (pp. 81-92). , Machine learning as an experimental science. ,," Kibler, D., & Langley, P. ", Pitman. ,," Glasgow, Scotland: ", In Proceedings of the Third European Working Session on Learning,,,,,, (1988). ,,
754,,," pp. 1-12, ", Machine learning as an experimental science. ,," Kibler, D., & Langley, P. ",,," Edinburgh, UK. "," In Proceedings of the Third European Working Session on Learning, ",,,,,, (1988). ,,
755,,," pp. 1-12, ", Machine learning as an experimental science. ,," Kibler, D., & Langley, P. ",,," Edinburgh, UK. "," In Proceedings of the Third European Working Session on Learning, ",,,,,, (1988). ,,
756,,," pp. 1-12, ", Machine learning as an experimental science. ,," Kibler, D., & Langley, P. ",,," Edinburgh, UK. "," In Proceedings of the Third European Working Session on Learning, ",,,,,, (1988). ,,
757,,," pp. 1-12, ", Machine learning as an experimental science. ,," Kibler, D., & Langley, P. ",,," Edinburgh, UK. "," In Proceedings of the Third European Working Session on Learning, ",,,,,, (1988). ,,
758,,,  (pp. 81-92). , Machine learning as an experimental science. ,," Kibler, D., & Langley, P. ", Pittman. ,, Glasgow: , Proceedings of the Third Eu-ropean Working Session on Learning,,,,,, (1988). ,,
759,,, (pp. 81-92). , Machine learning as an experimental science. ,," Kibler, D., & Langley, P. ",,"Reprinted in J. W. Shavlik & T. G. Di-etterich (Eds.), Readings in Machine Learning. Mor-gan Kaufmann. ", Glas-gow: Pittman. , Proceedings of the Third Euro-pean Working Session on Learning ,,,,,, (1988). ,,
760,,,  (pp. 81-92). , Machine learning as an experimental science. ,," Kibler, D., & Langley, P. ",, Reprinted in J. W. Shavlik & T. G. Di-etterich (Eds.) , Glas-gow: Pittman. , Proceedings of the Third Euro-pean Working Session on Learning,,,,,, (1988). ,,
761,,,  (pp. 81-92). , Machine learning as an experimental science. ,," Kibler, D., & Langley, P. ",,, Glasgow: Pittman. , Proceedings of the Third European Working Session on Learning,,,,,, (1988). ,,
762,,, (pp. 81-92). , Machine learning as an experimental science. ,," Kibler, D., & Langley, P. ",,, Glasgow: Pittman. , Proceedings of the Third European Working Session on Learning ,,,,,, (1988). ,,
763,,,  (pp. 81-92). , Machine learning as an experimental science. ,," Kibler, D., & Langley, P. ",,, Glasgow:  Pittman. , Proceedings of the Third European Working Session on Learning,,,,,, (1988). ,,
764,,, (pp. 81-92). , Machine learning as an experimental science. ,," Kibler, D., & Langley, P. ",,, Glasgow:  Pittman. , Proceedings of the Third European Working Session on Learning ,,,,,, (1988). ,,
765,,, (pp. 81-92). , Machine learning as an experimental science. ,," Kibler, D., & Langley, P. ",,, Glasgow:  Pittman. , Proceedings of the Third European Working Session on Learning ,,,,,, (1988). ,,
766,,, (pp. 81-92). , Machine learning as an experimental science. ,," Kibler, D., & Langley, P. ",,, Glasgow:  Pittman. , Proceedings of the Third European Working Session on Learning ,,,,,, (1988). ,,
767,,, 81-92. ," Machine Learning as an Experimental Science, in: ",," D. Kibler and P. Langley, P. ",,," Glasgow, UK, "," Proceedings of the Third European Working Session on Learning, ",,,,,, 1988. ,,
776,,, pp. 63-88. , Comparing Instance-Averaging with Instance-Filtering Learning Algorithms. ,," Kibler, D. and Aha, D. ",,,," In Proceedings of the 3rd European Working Session on Learning, EWSL88, ",,,,,, (1988). ,,
777,,, (pp. 63-80). , Comparing instance-averaging with instance-filtering learning algorithms. ,," Kibler, D., & Aha, D. W. ", Pitman. ,," Glasgow, Scotland: ", In Proceedings of the Third European Working Session on Learning ,,,,,, (1988). ,,
778,,,  (pp. 63-80). , Comparing instance-averaging with instance-filtering learning algorithms. ,," Kibler, D., & Aha, D. W. ", Pitman. ,," Glasgow, Scotland: ", In Proceedings of the Third European Working Session on Learning,,,,,, (1988). ,,
